,Grade,Video Uploads,Subscribers,Video views
1810,A- ,743,1504831,1079654347
1811,A- ,670,273512,148094678
1812,A- ,6,1016382,579401
1813,A- ,6022,897935,581203676
1814,A- ,109,327876,66298038
1815,A- ,319,952088,463320052
1816,A- ,2287,119514,58350951
1817,A- ,945,2073573,1059154845
1818,A- ,548,8576955,1547255351
1819,A- ,8901,2722256,1446532788
1820,A- ,959,3557596,1114084483
1821,A- ,2970,875047,261699047
1822,A- ,31145,427125,1577230609
1823,A- ,54821,1556502,748054958
1824,A- ,2652,1178637,951557036
1825,A- ,540,82357,22483769
1826,A- ,28271,3259014,2949617858
1827,A- ,911,1607717,694796148
1828,A- ,145,2397765,532023324
1829,A- ,44,2369375,349876500
1830,A- ,128,3485082,1600231155
1831,A- ,2113,6605398,1926644643
1832,A- ,1908,984496,879526862
1833,A- ,131,2389065,327672376
1834,A- ,2475,2587122,1692536672
1836,A- ,1648,469005,211189310
1837,A- ,8,1802324,246329400
1838,A- ,286,1210568,310067178
1839,A- ,6820,1096778,990905518
1840,A- ,3068,2379953,2143921128
1841,A- ,39175,1730455,459593881
1842,A- ,38,469925,88994383
1843,A- ,71732,2075344,2415535239
1844,A- ,26,500994,83135529
1845,A- ,15517,1084609,995005096
1846,A- ,4613,1586398,2187048565
1847,A- ,2475,2591111,869540039
1848,A- ,93,12218000,6904034520
1849,A- ,388,6591120,800751403
1850,A- ,253,1516114,581927564
1852,A- ,38,4026076,3334952776
1853,A- ,1147,1294139,1971544706
1854,A- ,117,2057493,183954783
1855,A- ,343,8674759,772227617
1856,A- ,23124,5942985,1789359132
1857,A- ,235,1215694,221620463
1858,A- ,277,4206656,4288002050
1859,A- ,24,309748,27308922
1860,A- ,104,104743,23601496
1861,A- ,90,688207,106713403
1862,A- ,2799,2304664,1002275909
1863,A- ,28738,9729551,4980526055
1864,A- ,1281,439443,461059741
1865,A- ,1191,5525402,1204063306
1866,A- ,1868,6004518,3090616377
1867,A- ,24236,930202,671589638
1868,A- ,1295,1432031,705510585
1869,A- ,37,2466294,1192763424
1870,A- ,3768,113265,150886110
1871,A- ,5943,1468768,1611754487
1872,A- ,191,295652,106809814
1873,A- ,9860,1118289,628649917
1874,A- ,49,144634,81782371
1875,A- ,37,625739,157835775
1876,A- ,950,3197747,2310921743
1877,A- ,539,1792651,1166436876
1878,A- ,999,162291,54727215
1879,A- ,289,952033,556721221
1880,A- ,3136,1548216,1461083814
1881,A- ,5624,9277700,3600840629
1882,A- ,22339,1600819,1898973831
1883,A- ,5427,2488433,1251385683
1884,A- ,133,1264708,65749767
1885,A- ,322,9043283,1108469877
1886,A- ,227,1026010,307448826
1887,A- ,72,484034,165160526
1888,A- ,200928,1809240,1477119313
1890,A- ,92,421546,117108593
1891,A- ,289,3277492,495079530
1892,A- ,802,9029906,2422376846
1893,A- ,186,615021,347183214
1894,A- ,761,603309,257396918
1895,A- ,46,1345048,91588310
1896,A- ,235,2420093,370571408
1897,A- ,435,3672192,542082258
1898,A- ,57,2501374,1190696165
1899,A- ,54,847108,392451947
1900,A- ,326,713359,402909785
1902,A- ,382,1260112,688481697
1903,A- ,1435,1061801,391218231
1904,A- ,228,1791297,412928327
1905,A- ,1031,2591577,576638379
1906,A- ,5907,914745,478520223
1907,A- ,838,333336,398912987
1908,A- ,316,2715500,827904847
1909,A- ,880,4706104,1050074017
1910,A- ,679,3533922,455956667
1911,A- ,79,19552,24138430
1912,A- ,1094,1902419,602739261
1913,A- ,2395,595050,556028967
1914,A- ,1380,891979,492459986
1915,A- ,316,2502411,517801971
1916,A- ,265,10579031,1872672067
1917,A- ,1331,10016430,1954647208
1918,A- ,583,179233,73664398
1919,A- ,4376,5165839,1388482326
1920,A- ,196,889995,317013534
1921,A- ,324,1190567,359378079
1922,A- ,7226,2473965,1344803190
1923,A- ,22,2690287,799696178
1924,A- ,3101,1516582,1059761227
1926,A- ,108,260304,21246302
1927,A- ,138,604522,251829616
1928,A- ,67,246470,104893576
1929,A- ,28132,1996692,803279243
1931,A- ,12095,2212189,1332018604
1932,A- ,9197,386274,449489200
1933,A- ,2076,1160724,1061864818
1934,A- ,634,491891,262150419
1935,A- ,1131,283974,167912396
1936,A- ,35,1363909,867703946
1937,A- ,1275,2080731,1925551955
1938,A- ,568,4047841,893665393
1939,A- ,273,930837,521489125
1941,A- ,701,7346522,1191388695
1942,A- ,349,31332790,2574018722
1943,A- ,190,831187,214491599
1944,A- ,87,96285,78164491
1945,A- ,17,2361153,569851197
1946,A- ,173,854274,802867130
1947,A- ,2910,734784,225061336
1948,A- ,12510,986200,1157329445
1949,A- ,1099,1773601,174651246
1950,A- ,116,1231479,371034126
1951,A- ,357,3725266,186096070
1952,A- ,235,1589763,421090657
1953,A- ,121,246631,69393596
1954,A- ,72,12711,613379396
1956,A- ,725,2384271,854748345
1957,A- ,231,7526004,857911486
1958,A- ,10,701976,719591157
1959,A- ,377,648951,209006274
1960,A- ,35,3730269,2505457709
1962,A- ,129,1401142,1206784421
1963,A- ,711,1000732,942908463
1964,A- ,475,1166150,455023697
1965,A- ,208,2738745,1613586939
1966,A- ,1801,2839020,458626808
1968,A- ,605,2330795,991468240
1969,A- ,31,226303,38568475
1970,A- ,1725,2130839,961616516
1971,A- ,273,369036,120761340
1972,A- ,449,1972515,500099891
1973,A- ,5653,5483284,1400838030
1974,A- ,36,3201317,1186348284
1975,A- ,437,2493631,1468087198
1976,A- ,87,89360,23182446
1977,A- ,1494,527940,329101053
1978,A- ,6148,1469586,641871894
1979,A- ,509,3744139,4544405185
1980,A- ,2999,6585445,1340960733
1981,A- ,987,1843270,722689202
1982,A- ,144,529439,250218672
1983,A- ,1035,16079323,2512967904
1984,A- ,2748,2374116,834023903
1985,A- ,65,6771155,3576006435
1986,A- ,497,1624513,700000695
1987,A- ,1369,656047,246892237
1988,A- ,28,1165805,218921145
1989,A- ,9463,875973,792179118
1990,A- ,115,2726029,2445278967
1991,A- ,1201,2142162,809329458
1992,A- ,33,86683,19703310
1993,A- ,10309,670144,475746475
1994,A- ,119,446999,142279967
1995,A- ,281,5269803,574998141
1996,A- ,78,1227432,370211442
1997,A- ,1560,11157119,2494658095
1998,A- ,268,8789992,1395979116
1999,A- ,162,17951538,4728194776
2000,A- ,121,11911566,739812571
2001,A- ,147,586968,229970070
2002,A- ,364,1031647,1295561334
2003,A- ,467,3932663,2201503834
2004,A- ,56,597597,64286627
2005,A- ,700,1908802,1278241653
2006,A- ,571,550632,794144543
2007,A- ,1085,5994199,1960523399
2008,A- ,277,1112395,127659516
2009,A- ,31,1765908,403999935
2010,A- ,873,2632490,1414504580
2011,A- ,473,3391947,599599269
2012,A- ,52,3620635,836086575
2014,A- ,12755,2504732,1735318031
2015,A- ,148,16015445,1822797538
2016,A- ,43,6488771,2363345307
2018,A- ,348,319110,168326149
2019,A- ,466,820317,431431044
2020,A- ,1350,4118649,810901750
2021,A- ,454,516867,321898524
2022,A- ,127,6497711,3121146533
2023,A- ,620,6872358,828779300
2025,A- ,100,4099544,1931895353
2026,A- ,234,12925023,1496306140
2027,A- ,501,1607289,835936722
2028,A- ,5439,16735,19458598
2029,A- ,1108,1318444,205949046
2030,A- ,332,1300755,1264306941
2031,A- ,1456,6074186,1457929874
2032,A- ,2438,6761228,3441670583
2033,A- ,434,2536554,611782633
2034,A- ,1223,1841044,456874310
2035,A- ,829,38456,51086047
2036,A- ,328,528969,801538131
2037,A- ,143,873217,195054848
2038,A- ,50924,2860343,1411793784
2039,A- ,317,2301079,433165999
2040,B+ ,141,943408,753287629
2041,B+ ,161,514130,173259391
2042,B+ ,1541,673261,401453542
2043,B+ ,4493,1432258,851373637
2044,B+ ,102344,1136547,767612793
2045,B+ ,22,794799,181662848
2046,B+ ,462,767321,278973337
2047,B+ ,380,1779397,713393817
2048,B+ ,54,2947373,2079903525
2049,B+ ,116,885500,50200959
2050,B+ ,13165,1183004,660989752
2051,B+ ,97,78380,156384924
2052,B+ ,346,1047248,503724643
2053,B+ ,6906,2369246,676834824
2054,B+ ,2,817020,258897325
2055,B+ ,8,60721,19626116
2056,B+ ,65,515379,809967313
2057,B+ ,61,1958161,1742983289
2058,B+ ,9,17882,19415310
2059,B+ ,69,194703,86434860
2060,B+ ,296,1934804,847511564
2061,B+ ,541,2408837,430241683
2062,B+ ,364,504376,300626089
2063,B+ ,144,5436273,347705146
2065,B+ ,141,15520551,3436582892
2066,B+ ,639,2247670,731782797
2067,B+ ,389,2712992,392180101
2068,B+ ,2846,611182,622423922
2069,B+ ,134,2005187,1011196359
2070,B+ ,205,1905890,613221047
2071,B+ ,3323,627126,388485071
2072,B+ ,1000,1105151,1020123871
2073,B+ ,506,1812536,830782676
2074,B+ ,1532,14872281,4797790703
2075,B+ ,11,198381,605663113
2076,B+ ,27,318576,109708405
2077,B+ ,1593,4780519,1207595324
2078,B+ ,385,6014311,408088765
2079,B+ ,5,71335,22253484
2080,B+ ,164,1325186,306926350
2081,B+ ,190,289093,97520864
2082,B+ ,404,1860908,371816974
2084,B+ ,187,496409,81659419
2085,B+ ,777,1124962,971351788
2086,B+ ,1687,2213948,1259930126
2087,B+ ,1088,1185487,630117939
2088,B+ ,22800,1512995,563515050
2089,B+ ,1055,2236377,748698606
2090,B+ ,310,2560517,838197262
2091,B+ ,56185,1909901,1002985721
2092,B+ ,816,1200395,801043357
2093,B+ ,212,6638198,926951542
2094,B+ ,630,814708,254783784
2095,B+ ,34,1886069,553005700
2096,B+ ,1708,772545,666647971
2097,B+ ,2735,609021,703996519
2098,B+ ,37,464301,64297307
2099,B+ ,118,199774,37595250
2100,B+ ,724,10016304,1900795809
2101,B+ ,5830,1807479,934283027
2102,B+ ,952,745228,608173901
2105,B+ ,40,4041,20092029
2106,B+ ,629,427329,456070963
2107,B+ ,13232,1753591,1365621693
2108,B+ ,181,134362,29507529
2109,B+ ,287,229243,127590620
2110,B+ ,97,799117,383666047
2111,B+ ,968,1681118,373216150
2112,B+ ,42,3222906,1844828544
2113,B+ ,239,376528,149830231
2114,B+ ,295,658630,192981860
2115,B+ ,3004,1172053,991343065
2116,B+ ,101,1190149,245474135
2117,B+ ,139,1062166,212660577
2119,B+ ,5728,3355274,1426516928
2120,B+ ,107,164161,243304949
2121,B+ ,1667,1456947,439207737
2122,B+ ,60,1278999,441980601
2123,B+ ,97,173852,46537041
2124,B+ ,181,2057903,1946356419
2126,B+ ,579,2707913,582516678
2127,B+ ,515,88797,28734331
2128,B+ ,6806,602313,285310033
2129,B+ ,654,2470461,1465474148
2130,B+ ,88,10449981,5372162435
2131,B+ ,3808,458984,297742448
2132,B+ ,50,1545572,1691155661
2133,B+ ,440,1598969,551651259
2134,B+ ,773,476675,75665044
2135,B+ ,1207,1446322,300094929
2136,B+ ,836,831172,639512596
2137,B+ ,55,4095226,3829244190
2138,B+ ,614,503506,277203266
2140,B+ ,157,1004048,49535486
2141,B+ ,123,539817,281582684
2142,B+ ,1038,3617190,1071345836
2143,B+ ,56572,2056067,671293028
2144,B+ ,233,3487386,377556726
2145,B+ ,656,2133082,827276508
2146,B+ ,438,4449730,822162724
2147,B+ ,267,731823,236287151
2148,B+ ,352,102437,32572336
2149,B+ ,866,144704,59526636
2150,B+ ,56,6544133,2150673018
2151,B+ ,1277,811574,347952123
2152,B+ ,1342,2864770,3254868978
2154,B+ ,2042,3119290,504442192
2155,B+ ,750,7577261,2308331601
2156,B+ ,606,2436935,2330775125
2157,B+ ,148,312694,89307561
2158,B+ ,855,300097,176353663
2159,B+ ,207,801950,280962270
2160,B+ ,59,131339,39498033
2161,B+ ,1387,106427,47708542
2162,B+ ,276,449592,261168332
2164,B+ ,693,4913845,6005386413
2165,B+ ,777,3427430,666704038
2166,B+ ,1502,1036105,374495181
2167,B+ ,220,1780035,549341523
2168,B+ ,1629,1101973,770835230
2169,B+ ,837,1518203,1209920890
2170,B+ ,301,1299759,338486903
2171,B+ ,13966,3554642,2177782042
2172,B+ ,71,286210,22322515
2173,B+ ,146,778103,58327604
2174,B+ ,45,3988272,1040557071
2175,B+ ,165,4321095,1537024872
2176,B+ ,247,2095918,1011971334
2177,B+ ,586,1711020,201185174
2178,B+ ,214,669254,247211485
2179,B+ ,135,944500,261748397
2180,B+ ,84,1708507,206270872
2182,B+ ,131,1437421,555394769
2183,B+ ,519,1499891,924786130
2185,B+ ,4513,2964646,1730856803
2186,B+ ,352,838076,163020570
2188,B+ ,401,1755629,523146930
2189,B+ ,204,57689,202036224
2190,B+ ,20,1719118,33761936
2191,B+ ,617,213593,326833922
2192,B+ ,692,34268,21207651
2193,B+ ,740,210159,80060448
2195,B+ ,934,3793441,2187502441
2196,B+ ,462,380131,168834205
2197,B+ ,425,3005990,403188170
2198,B+ ,507,1885403,345514402
2199,B+ ,97,4554455,2442007348
2200,B+ ,332,680209,277105611
2201,B+ ,8020,400296,309222151
2202,B+ ,18926,1526658,616482628
2203,B+ ,1189,1911948,1095218977
2204,B+ ,223,3786910,1725919553
2205,B+ ,279,2655253,342536033
2206,B+ ,163,2766521,527831612
2208,B+ ,59,2195709,677987155
2209,B+ ,413,608286,285660457
2210,B+ ,159,453095,154227559
2211,B+ ,83475,1783317,1107911197
2212,B+ ,7887,9564018,5626333315
2213,B+ ,9649,826233,679391104
2214,B+ ,2283,1874246,1228989457
2215,B+ ,1547,1559746,350567033
2216,B+ ,1705,1283754,1769901171
2217,B+ ,741,3179373,1976771553
2219,B+ ,787,366890,142312979
2220,B+ ,853,3144981,752196706
2221,B+ ,93,299807,281159469
2222,B+ ,298,1651120,188344938
2223,B+ ,335521,1418619,1565758044
2224,B+ ,2691,1085332,713750794
2225,B+ ,1330,484320,511156308
2226,B+ ,390,1990667,1390549999
2227,B+ ,351,1122315,484702132
2228,B+ ,573,618640,142286485
2229,B+ ,470,11118513,1748606843
2230,B+ ,257,1288985,253057622
2231,B+ ,1090,1853818,361226178
2232,B+ ,208,626272,210135278
2233,B+ ,100,592161,98370843
2234,B+ ,564,605028,257790769
2236,B+ ,790,461754,522242168
2237,B+ ,685,1496489,754979965
2238,B+ ,105,30470865,289161755
2239,B+ ,1171,2080147,2196944144
2240,B+ ,1547,844122,402350548
2241,B+ ,3806,1988363,1748135261
2242,B+ ,13068,1055020,472120031
2243,B+ ,137,3374658,373692097
2244,B+ ,124,2063477,535737048
2245,B+ ,9444,704253,566793507
2246,B+ ,46,22728,127761327
2247,B+ ,99,1377325,994189182
2248,B+ ,7,216977,71269705
2249,B+ ,60814,665260,414068035
2250,B+ ,272,1616266,597766189
2251,B+ ,561,989399,217558432
2252,B+ ,751,1216520,882879865
2253,B+ ,465,252827,308841634
2254,B+ ,102,1185106,145387219
2256,B+ ,1238,706774,455244290
2257,B+ ,104,9134828,1562751756
2258,B+ ,7304,1056466,303014861
2259,B+ ,3036,1843358,1071356232
2260,B+ ,660,1428406,1034325541
2261,B+ ,188,646575,442627256
2262,B+ ,8295,952829,808718391
2264,B+ ,51,633044,454640511
2265,B+ ,2,121251,24784400
2266,B+ ,64200,913362,762966229
2267,B+ ,27,3574514,109434537
2268,B+ ,184,1498139,231538330
2270,B+ ,218,3032226,773085720
2271,B+ ,13014,312970,431831160
2272,B+ ,263,4743049,926789097
2274,B+ ,335,137153,174381275
2275,B+ ,165,12156723,4193478206
2276,B+ ,394,749767,158951450
2277,B+ ,5190,1178821,346815194
2278,B+ ,113,1274742,1506035575
2279,B+ ,246,1093911,310404564
2281,B+ ,2060,1320569,563969155
2282,B+ ,788,1209800,575685381
2283,B+ ,808,433040,429919794
2284,B+ ,255,136640,89947468
2285,B+ ,3102,2280345,717505576
2286,B+ ,11897,1746913,614614583
2287,B+ ,30,471,17868274
2288,B+ ,310,1817965,467096419
2289,B+ ,685,1731335,684097169
2291,B+ ,917,1516778,922040851
2292,B+ ,766,9629493,1774335743
2293,B+ ,228,523349,248858675
2295,B+ ,109,735525,573020693
2296,B+ ,2280,3154499,2362867834
2298,B+ ,2,204062,128950425
2299,B+ ,170,717374,223185766
2300,B+ ,52,624538,176899574
2301,B+ ,180,2115013,661179935
2302,B+ ,320,1239704,333294998
2303,B+ ,2833,2103479,1062525032
2304,B+ ,20,2260257,42876002
2305,B+ ,590,4404823,1048127463
2306,B+ ,307,3985143,2239261807
2307,B+ ,1992,2460109,1248391319
2308,B+ ,84,361481,82814643
2309,B+ ,210,1224645,236149263
2310,B+ ,235,1185375,407413227
2311,B+ ,1979,1163753,690162807
2312,B+ ,105,1376853,452116425
2313,B+ ,23680,322974,207663937
2314,B+ ,178,1381051,1343885767
2317,B+ ,1104,357619,201669027
2319,B+ ,1082,453354,76747088
2320,B+ ,1227,1531562,1604924117
2321,B+ ,72,172802,46748256
2324,B+ ,431,12727,72234937
2325,B+ ,1559,3233617,2531207220
2326,B+ ,480,774778,344889412
2327,B+ ,338,402329,339007000
2328,B+ ,175,280801,96677230
2329,B+ ,884,705226,413093510
2330,B+ ,9778,973532,798154888
2331,B+ ,2922,2105063,589040788
2332,B+ ,681,1031095,445688688
2333,B+ ,157,203493,130292239
2334,B+ ,496,2398247,824482281
2335,B+ ,80,2644778,2468241402
2336,B+ ,1387,1287215,718272351
2339,B+ ,2363,372111,268792715
2340,B+ ,105,33800,17985431
2341,B+ ,54,944661,921629675
2342,B+ ,8667,893291,785068489
2343,B+ ,64,3658816,354752300
2344,B+ ,419,100418,47481842
2345,B+ ,8553,2713479,1976672618
2346,B+ ,13869,3216348,1155073793
2347,B+ ,75,6972498,3643059946
2350,B+ ,734,4492374,2654341325
2351,B+ ,483,1611223,343519058
2353,B+ ,1469,4713062,1609966933
2354,B+ ,21,826784,181921912
2355,B+ ,1386,3212348,1366889479
2356,B+ ,3751,5153719,1865942249
2358,B+ ,602,4960723,1751356117
2359,B+ ,340,5554740,850274985
2360,B+ ,87,2628932,1840878473
2361,B+ ,1946,1043243,370338467
2362,B+ ,88,379807,64232500
2363,B+ ,37,1687547,467273212
2364,B+ ,8,61700,18238735
2365,B+ ,877,1140193,716250940
2366,B+ ,3748,2747227,662810944
2368,B+ ,788,3375109,506915474
2369,B+ ,39,731050,601956374
2370,B+ ,1289,38287,8387708
2371,B+ ,104,727449,176180708
2372,B+ ,329,1031152,411467694
2373,B+ ,68,6751009,1799399336
2374,B+ ,1454,2441631,1829044618
2375,B+ ,965,3407053,1259920481
2377,B+ ,462,970539,548031332
2378,B+ ,255,8228103,2487310777
2379,B+ ,242,2340495,530462795
2380,B+ ,1155,4998369,897660816
2381,B+ ,1177,1350100,710399715
2382,B+ ,59,3757189,277872732
2383,B+ ,57,1694551,756045807
2384,B+ ,306,510288,230953609
2385,B+ ,1599,900633,415267166
2386,B+ ,857,5354895,1396420148
2387,B+ ,11,3660087,1452633458
2388,B+ ,8052,3171986,3522077192
2389,B+ ,24,6790683,2355508909
2390,B+ ,3181,261395,38544858
2391,B+ ,708,1801503,802628904
2392,B+ ,98,2101023,291283763
2393,B+ ,66,1161269,852631830
2394,B+ ,70,25591,19109227
2395,B+ ,5098,1073226,1913175325
2396,B+ ,550,414293,116142323
2397,B+ ,224,410311,95390623
2398,B+ ,845,1909809,175327178
2399,B+ ,1111,386420,85820244
2400,B+ ,71,246848,71889088
2401,B+ ,1041,1892917,3004056378
2402,B+ ,96,164338,22570789
2404,B+ ,1,23499,75
2405,B+ ,992,1952314,318055764
2406,B+ ,404,202577,139732233
2408,B+ ,6868,2459628,1683209309
2409,B+ ,738,768227,606639918
2410,B+ ,780,1450109,455855878
2411,B+ ,125,1277957,118880839
2413,B+ ,160,802459,262534769
2415,B+ ,783,1310250,266078299
2416,B+ ,5826,175195,87255335
2417,B+ ,6287,753385,582014487
2418,B+ ,150,76565,51486662
2419,B+ ,172,409579,147011784
2420,B+ ,1128,1327599,998873012
2421,B+ ,660,8131674,2487308976
2422,B+ ,781,535593,234506521
2423,B+ ,20,1478953,43406804
2424,B+ ,284,1957170,743709946
2425,B+ ,104,27884,18844031
2426,B+ ,32535,3525843,2000234504
2427,B+ ,388,422663,154687952
2428,B+ ,1796,972984,241922757
2430,B+ ,777,394769,248518525
2431,B+ ,126,883961,435480456
2432,B+ ,3325,1642846,1482897424
2433,B+ ,432,649535,355053626
2434,B+ ,38396,1559966,369062728
2435,B+ ,1711,648487,411042613
2436,B+ ,257,314095,240689379
2437,B+ ,2782,2204795,488558005
2438,B+ ,780,969749,403838551
2439,B+ ,119,750705,218970574
2440,B+ ,361,7133138,762656006
2442,B+ ,64,1013505,232519091
2443,B+ ,1401,5788897,570168157
2444,B+ ,473,938803,67083324
2445,B+ ,2466,1109482,421976538
2446,B+ ,36,1021043,1352702226
2447,B+ ,299,795765,470836949
2448,B+ ,118,1055997,421887922
2449,B+ ,2041,431965,453406331
2450,B+ ,778,4018682,387874319
2451,B+ ,273,549863,142916622
2452,B+ ,236,591556,215841207
2453,B+ ,82,1360453,864559462
2454,B+ ,99,12049,48068091
2455,B+ ,951,602114,276028031
2456,B+ ,220,408729,231709982
2457,B+ ,248,296579,155597243
2458,B+ ,1992,1127043,588627903
2459,B+ ,196,449469,222758042
2460,B+ ,46566,1394051,2304243251
2461,B+ ,273,855876,407824674
2462,B+ ,301,3800241,1177221724
2463,B+ ,909,7073141,1222002200
2464,B+ ,173,1624785,465374354
2465,B+ ,3397,1073744,629743269
2466,B+ ,1478,3896149,1951728849
2467,B+ ,405,1303173,882081282
2468,B+ ,202,6994479,677220640
2470,B+ ,26,6427,44608358
2471,B+ ,20,241131,59519171
2472,B+ ,51490,460369,884015918
2473,B+ ,214,2228374,1287724532
2474,B+ ,101,4585822,845367333
2475,B+ ,252,978506,741476286
2476,B+ ,332,722618,235586165
2477,B+ ,986,1742520,797654393
2478,B+ ,78,140871,42986202
2479,B+ ,544,257306,132491128
2480,B+ ,177,280934,79204643
2481,B+ ,1351,1775888,990587910
2482,B+ ,9,139528,49602203
2483,B+ ,32,11760,48988405
2484,B+ ,538,4211124,782006061
2485,B+ ,1647,1159193,860083329
2486,B+ ,56,18327,24730481
2487,B+ ,81888,1122335,709923922
2488,B+ ,75,5473320,640792274
2489,B+ ,3558,3710498,1322881853
2490,B+ ,35,2584990,704235170
2491,B+ ,106,45371,24162152
2492,B+ ,74,3227522,865829061
2493,B+ ,287,410252,398994174
2494,B+ ,651,1364627,579821560
2495,B+ ,718,1524368,590058505
2496,B+ ,425,1636637,512807325
2497,B+ ,1276,3297749,626616696
2498,B+ ,273,1674277,1116012715
2499,B+ ,277,682644,389312359
2500,B+ ,20,850729,112698488
2501,B+ ,36,1774651,1050234847
2502,B+ ,163,3411,17772160
2503,B+ ,70,1166376,1130796654
2504,B+ ,3909,3438920,1560896807
2505,B+ ,319,688334,279144668
2506,B+ ,3397,2671489,859489926
2507,B+ ,194,687897,452314225
2508,B+ ,327,962043,248510094
2509,B+ ,970,1956135,719224437
2510,B+ ,227,338699,263050055
2511,B+ ,1285,1234198,477632188
2512,B+ ,109,1435212,283321055
2513,B+ ,57,3242097,651594176
2514,B+ ,339,3044354,1155989364
2515,B+ ,304,3517889,2188209373
2516,B+ ,174,16734,100964164
2517,B+ ,27,355193,385184221
2518,B+ ,922,718376,163706056
2519,B+ ,9501,7421086,1900082551
2520,B+ ,589,2281725,700980271
2521,B+ ,201,1165378,331515263
2522,B+ ,554,699230,340593577
2523,B+ ,3331,1111881,967535091
2524,B+ ,57,4645932,752223014
2525,B+ ,1319,5284376,1055113962
2526,B+ ,239,593945,283617047
2527,B+ ,1273,896086,1410771888
2528,B+ ,143,3020821,1422574029
2529,B+ ,1483,417454,239755419
2530,B+ ,378,2836403,892255099
2531,B+ ,252,1244631,520023902
2532,B+ ,565,1359290,564665738
2533,B+ ,50,3390184,1741103915
2534,B+ ,2679,463537,627218840
2535,B+ ,1026,3570557,972623928
2536,B+ ,103,1167780,319263413
2537,B+ ,6014,1147706,944088350
2538,B+ ,242,377934,204396622
2539,B+ ,68,3030945,271839806
2540,B+ ,398,819989,706696370
2541,B+ ,267,6995220,1008463227
2542,B+ ,50,5708564,2982265745
2543,B+ ,150,3849909,373728676
2544,B+ ,1144,654270,544099971
2546,B+ ,921,4512030,1022249703
2547,B+ ,6329,401418,767554206
2548,B+ ,34,128119,72790063
2549,B+ ,255,3425589,2524775184
2550,B+ ,20,2392322,1642039692
2551,B+ ,140,925932,226466497
2552,B+ ,171,47669,62744993
2553,B+ ,49,533766,478250355
2554,B+ ,5606,377764,153561923
2555,B+ ,2174,2089792,1314546087
2556,B+ ,34,665314,149796926
2558,B+ ,2156,1368129,451805606
2560,B+ ,66,3959434,928094173
2561,B+ ,803,627249,370454124
2562,B+ ,31,29274,49682466
2563,B+ ,263,747854,213721463
2565,B+ ,6181,846898,482057974
2566,B+ ,2689,777047,1033615783
2567,B+ ,867,498428,296096485
2568,B+ ,1291,4990306,668339486
2569,B+ ,3022,762502,885572764
2571,B+ ,506,1813224,284592198
2572,B+ ,2,1280,19339793
2573,B+ ,404,1057668,251540695
2574,B+ ,334,1417964,654684682
2575,B+ ,79,290582,68824165
2576,B+ ,138,2587816,332479259
2579,B+ ,220,3213414,446468936
2580,B+ ,1063,1532886,675832044
2581,B+ ,64,2781631,603986750
2582,B+ ,3788,1274324,504938340
2583,B+ ,6213,2292956,1710512922
2584,B+ ,97,8145497,4355601745
2585,B+ ,87296,1192744,1954751427
2586,B+ ,245,595088,762590058
2587,B+ ,8926,2653093,1282331963
2588,B+ ,2562,3220720,1522609687
2589,B+ ,887,1700929,534792697
2590,B+ ,21,3334658,41879154
2591,B+ ,416,18525371,2824854098
2592,B+ ,90,2000468,1888207077
2593,B+ ,601,601106,210416096
2594,B+ ,67,511668,182784900
2595,B+ ,1016,467977,417977130
2596,B+ ,239,1120124,316905147
2597,B+ ,148,897418,299643846
2599,B+ ,664,2027247,1078482372
2600,B+ ,187,1979324,971489630
2601,B+ ,163,936623,447926342
2602,B+ ,1053,4202667,1699832633
2603,B+ ,472,1223008,694411843
2604,B+ ,409,391691,162681870
2605,B+ ,83,7262763,3448693882
2606,B+ ,333,7824681,1824583967
2607,B+ ,1033,2981658,885722386
2608,B+ ,66,1223880,295322282
2609,B+ ,219,1793617,555488756
2610,B+ ,634,684866,355460418
2611,B+ ,628,1241321,478571271
2612,B+ ,664,5333644,2074988692
2613,B+ ,41,755907,86410426
2614,B+ ,1915,2235636,311951036
2615,B+ ,124,571256,218917495
2616,B+ ,677,1766117,353731946
2617,B+ ,28,1484286,1122176667
2618,B+ ,6597,2532602,1253577226
2620,B+ ,85,4134570,2533614944
2621,B+ ,801,1378470,1861790005
2622,B+ ,175,771661,289541828
2623,B+ ,311,1247825,1060552992
2624,B+ ,59,223588,21616196
2625,B+ ,86158,1440648,530150556
2626,B+ ,589,675261,241022759
2627,B+ ,376,6082405,1027706062
2628,B+ ,26,815968,242251466
2629,B+ ,39,113578,255295357
2630,B+ ,2348,6293640,2441804884
2632,B+ ,196,2709282,625181556
2633,B+ ,7886,394288,354075716
2634,B+ ,227,2304873,407608508
2635,B+ ,145,983707,891000939
2636,B+ ,5424,745770,290857749
2637,B+ ,611,153257,162896539
2638,B+ ,368,1095018,406762051
2639,B+ ,764,8128044,1631818535
2640,B+ ,629,2847043,352301567
2641,B+ ,30,3419984,2761335456
2642,B+ ,240,1282009,445889862
2643,B+ ,82,303668,51807253
2644,B+ ,25,585054,272898969
2645,B+ ,58,1881497,287171421
2646,B+ ,9833,908518,748167197
2647,B+ ,9112,3462611,1240578191
2648,B+ ,16,3395,32807135
2649,B+ ,178,4096388,1675742843
2650,B+ ,60,224490,17466817
2651,B+ ,4,597625,559884173
2652,B+ ,401,631831,444058873
2653,B+ ,111,119272,172266742
2654,B+ ,8,91732,69207181
2655,B+ ,430,1706244,309258705
2656,B+ ,589,613540,289511654
2657,B+ ,63,1043566,405639578
