,Grade,Video Uploads,Subscribers,Video views
924,A ,512,5437206,716849369
925,A ,26008,3769523,1311197102
926,A ,92,1572818,513111410
927,A ,191,1209631,324049846
928,A ,7413,3308285,1708025102
929,A ,280,1890180,440275389
930,A ,101,2632081,1276933450
931,A ,742,3281615,4543258678
932,A ,1454,1038453,704964904
933,A ,3537,2664592,1332421426
934,A ,1745,2053209,521000306
935,A ,17959,716731,1111394262
936,A ,1045,2653337,1033211075
937,A ,107,1134248,353416131
938,A ,58,6959214,4104419248
939,A ,531,4585169,709564795
940,A ,209,889004,272579345
941,A ,501,1422226,796439679
943,A ,312,3111301,1846212099
944,A ,7902,1933560,438452931
945,A ,4315,2495206,1594852893
946,A ,3364,575111,523420737
947,A ,385,2046208,1265473278
948,A ,1024,1553434,975997218
949,A ,27,359753,88007461
950,A ,1048,2020415,1576193149
951,A ,204,132700,68136885
952,A ,2970,4265037,5250235184
953,A ,17891,520230,225517877
954,A ,18,201943,222996
955,A ,23,820648,584674135
956,A ,22695,5165960,4937488364
957,A ,33586,4100191,2414364446
959,A ,79,2671048,499372735
960,A ,40,4939443,3610207489
962,A ,472,2027095,552733926
963,A ,156,4501329,310088600
964,A ,30100,1281435,715647975
965,A ,2764,2512791,1176939065
966,A ,37,2605915,868604066
967,A ,2279,5262636,1466799425
968,A ,10858,1728730,941580688
969,A ,132,3122278,996106605
970,A ,294,10368791,1084678752
971,A ,1154,1132387,863447043
972,A ,6238,2998198,1536356883
973,A ,391,46526,41047291
974,A ,48,2546742,311104017
975,A ,182,141886,457659296
976,A ,95,2265697,256962966
977,A ,297,1865989,1527112924
978,A ,110,11667519,5565707967
979,A ,5202,1196344,670142754
980,A ,2318,3226457,1936359474
981,A ,949,8606400,2564278994
982,A ,275,4025979,633820509
983,A ,66273,2220124,1910032292
984,A ,2590,1738684,2261135575
985,A ,6337,3816987,2932656262
986,A ,1795,4962035,5026581136
987,A ,6414,2563442,3987315817
988,A ,2136,1687205,714675665
989,A ,42,861545,218837918
990,A ,313,3322661,764816171
991,A ,155,1181557,486625063
992,A ,118,5932065,1628048828
993,A ,48641,2341946,2200123912
994,A ,136,2938922,938276694
995,A ,144,6005945,3917713663
996,A ,303,1783483,628952933
997,A ,1078,3130717,2040030829
998,A ,572,387654,301082491
999,A ,282,2883696,1233602347
1000,A ,1089,4429603,662187125
1001,A ,534,695068,561085634
1002,A ,769,9998464,4756874954
1003,A ,871,1511557,436747551
1004,A ,226,337135,212866964
1006,A ,297,2056979,623675504
1007,A ,145,2653991,2151391380
1008,A ,156,2946639,314847635
1009,A ,540,2769666,982634456
1010,A ,125,2742219,614541421
1011,A ,472,403056,348349997
1012,A ,360,958196,472840432
1014,A ,450,1200373,80348959
1016,A- ,764,4044662,1166217789
1017,A- ,19022,3794649,2491697636
1018,A- ,259,4737769,497995909
1019,A- ,33,6136499,4866114389
1020,A- ,639,13087509,3601385628
1021,A- ,307,2447379,1475969285
1022,A- ,806,1082790,790114713
1023,A- ,3473,7193736,2509756896
1024,A- ,363,2641254,1877153673
1025,A- ,7498,2148479,1056380068
1026,A- ,121,1070159,147878759
1027,A- ,398,1848769,803160581
1029,A- ,8839,4116683,613673510
1030,A- ,605,433225,895967230
1031,A- ,23,2730,82829448
1032,A- ,915,2759453,1189890677
1033,A- ,1009,5434099,4355275516
1034,A- ,121,1132374,1385722780
1035,A- ,57,2682199,360827737
1036,A- ,322,511278,181226240
1037,A- ,4117,2042830,1203464786
1038,A- ,165,1114638,820739389
1039,A- ,20,1583878,259513961
1040,A- ,184,4763628,1089597158
1041,A- ,1667,314428,229895975
1042,A- ,5476,2735998,1499321360
1043,A- ,617,1615002,582521408
1044,A- ,1404,9849460,3048529895
1045,A- ,546,5095840,1217196627
1046,A- ,331,880826,258862127
1047,A- ,1133,14850074,3084922075
1049,A- ,21,404982,783935227
1050,A- ,3805,3134152,522188652
1051,A- ,892,1219171,662762196
1052,A- ,3322,7350039,2469377904
1056,A- ,1386,1577479,543917257
1057,A- ,25,3605435,1913978111
1058,A- ,323,3149970,1018663952
1059,A- ,439,1427346,858526119
1061,A- ,304,1748337,628973883
1062,A- ,329,5505644,677257443
1063,A- ,15907,1401400,1104842163
1064,A- ,96,4390622,1304314723
1065,A- ,193,2405614,385620442
1066,A- ,306,598154,104006040
1067,A- ,4166,385042,212318007
1068,A- ,2256,5249617,902045441
1070,A- ,5539,340895,277516851
1071,A- ,664,2278468,1742116660
1072,A- ,579,6372720,5005584061
1073,A- ,315,924799,272549270
1074,A- ,69,1077035,503038721
1075,A- ,78,1187528,230626596
1076,A- ,158,2535305,558104526
1078,A- ,1096,7542219,5360497422
1079,A- ,2646,4739183,1339447912
1080,A- ,20,1099180,152421259
1081,A- ,698,1080829,375674360
1082,A- ,172,4827279,840237024
1083,A- ,26,2102859,707072962
1084,A- ,926,2594922,848048417
1085,A- ,12746,1231378,2468846059
1087,A- ,66,2194989,1125081760
1088,A- ,446,7743492,1051346743
1089,A- ,386,748413,349171125
1090,A- ,119,8387497,3438825040
1092,A- ,722,2463732,870581007
1094,A- ,224,610130,117702339
1095,A- ,47,6246421,4171381231
1096,A- ,6199,4810053,4315943573
1097,A- ,43216,2562118,1880915239
1098,A- ,86872,1163844,1469594560
1099,A- ,1860,1388830,890764253
1100,A- ,14,713375,178412464
1101,A- ,52,10548370,528172886
1102,A- ,2603,3447255,3283041196
1103,A- ,829,246769,682825695
1104,A- ,87,7057151,1346134728
1105,A- ,283,3587976,293643173
1106,A- ,222,179734,55398762
1107,A- ,1930,794720,479437947
1108,A- ,117,883683,233817264
1110,A- ,393,2967840,827964874
1111,A- ,1379,6217371,700534387
1112,A- ,1084,3461333,458488915
1113,A- ,5233,1567447,1868110548
1114,A- ,4,200536,30542506
1115,A- ,170,6651911,988326879
1116,A- ,349,1555169,401834406
1117,A- ,9228,2543346,929819561
1118,A- ,1417,1361880,581369782
1119,A- ,1121,1607037,665567091
1120,A- ,8,2861917,1690503137
1121,A- ,238,10247253,5133718775
1122,A- ,559,2155076,701284327
1123,A- ,96,3314192,2893179477
1124,A- ,461,3981353,2267113835
1125,A- ,20,516628,345111568
1126,A- ,4276,6811040,1993442553
1127,A- ,14493,2104082,1435219599
1128,A- ,4928,3186461,1542799499
1129,A- ,603,2784186,782915669
1130,A- ,1627,6783252,2985726408
1131,A- ,182,2059241,1223548138
1132,A- ,40599,454722,859111639
1133,A- ,192,280704,51412957
1134,A- ,3552,1826694,2020250389
1136,A- ,72,596882,194629412
1137,A- ,123,6462055,1808796279
1138,A- ,649,3070960,1179332236
1140,A- ,184,1901032,574395844
1141,A- ,691,4068925,924101627
1142,A- ,92,1614634,1946505588
1143,A- ,829,1286712,1480458714
1144,A- ,352,3644191,1219745172
1145,A- ,52548,1680608,1098789981
1146,A- ,922,1895085,950813108
1147,A- ,5126,14570953,5071006068
1148,A- ,995,985848,388267495
1149,A- ,355996,820108,1640347646
1151,A- ,1588,7497762,2535153504
1152,A- ,111,976607,270095979
1155,A- ,16226,1424977,691620083
1156,A- ,248,2656272,882222289
1157,A- ,37136,2561199,1419415471
1158,A- ,6,31996,29536511
1161,A- ,437,5608514,1352179341
1162,A- ,1017,105418,67113917
1163,A- ,14133,1922415,2073198311
1164,A- ,171,23481196,8280768299
1165,A- ,445,1915781,522973512
1166,A- ,3933,501731,611164083
1167,A- ,460,3044546,435910217
1168,A- ,207,1277532,386347891
1169,A- ,119,7136231,611062570
1171,A- ,1190,3295043,3114290893
1172,A- ,45,3107983,630340905
1173,A- ,101,143414,543472
1174,A- ,2382,1639233,540505595
1175,A- ,1012,2168268,365382700
1176,A- ,31,6410207,597177479
1177,A- ,31092,5084929,3893045917
1178,A- ,113,5078880,1416956060
1179,A- ,1925,6341412,2581218906
1180,A- ,1237,6172108,1609292736
1181,A- ,4588,5422655,2088890389
1182,A- ,129,1584768,408343609
1183,A- ,70,2990724,1274275282
1184,A- ,102,862101,169614978
1185,A- ,2952,10218519,3515548318
1186,A- ,21,263470,46510486
1187,A- ,1284,3040963,2196656402
1188,A- ,1044,718231,469036798
1189,A- ,145,3201644,2741995673
1190,A- ,647,10673919,2419651852
1191,A- ,2760,2057489,1339235573
1192,A- ,379,3483539,1106450841
1193,A- ,97,1682736,174797690
1194,A- ,213,4406430,2450875512
1195,A- ,1466,76812,50347842
1196,A- ,232,802153,194965185
1197,A- ,331,468812,309763353
1198,A- ,1936,9224598,3777890297
1199,A- ,14460,972373,885972274
1200,A- ,86,1676802,90961377
1202,A- ,3452,1258527,701318998
1203,A- ,112,1813712,521501181
1205,A- ,2704,2856775,3937497827
1206,A- ,3545,8922422,3373682152
1207,A- ,1822,5151155,1866471947
1209,A- ,322,6021280,1094725876
1210,A- ,847,350214,108899893
1211,A- ,123,2155074,324012497
1212,A- ,126,791763,98059395
1213,A- ,58,2777990,427618227
1214,A- ,325,1329767,349927065
1215,A- ,2279,224343,218655099
1216,A- ,21,10474413,1712431407
1217,A- ,511,1023183,323640430
1218,A- ,267,472573,627777758
1219,A- ,1157,2291522,748832809
1220,A- ,7274,3840699,2852364848
1221,A- ,19,947379,242686877
1222,A- ,68,13080839,673517610
1223,A- ,1651,1319793,731210573
1224,A- ,12,970106,299497195
1225,A- ,6232,1762161,625457816
1226,A- ,1065,1178901,1020550927
1227,A- ,1897,270272,131417570
1228,A- ,9987,1681614,820102614
1229,A- ,1489,2738601,2191975741
1230,A- ,105,571733,185263251
1231,A- ,1321,3750459,1805371644
1232,A- ,899,14802776,4218570476
1233,A- ,161,1751228,449486371
1234,A- ,2283,2631227,3398767467
1235,A- ,60,2693314,2252575081
1236,A- ,727,774102,236665494
1237,A- ,602,98921,17361214
1238,A- ,1364,2900113,1923871918
1239,A- ,568,2843442,694660092
1240,A- ,3699,11323230,3125213806
1241,A- ,197,9261084,1714185273
1242,A- ,530,3676183,902337992
1243,A- ,85,3178697,744866959
1244,A- ,69,112192,1289948925
1245,A- ,741,3288601,6790620554
1246,A- ,32,4690036,366253071
1248,A- ,803,11113619,3811806180
1249,A- ,444,571597,203994999
1250,A- ,3676,1772292,836840446
1251,A- ,3699,1080240,400573269
1252,A- ,1299,1213078,823448908
1253,A- ,237,10659754,4951593875
1254,A- ,288,7318965,722313532
1255,A- ,173,880442,555085477
1256,A- ,701,3003487,1123002937
1257,A- ,295,1810288,503727375
1258,A- ,419,451936,448640273
1259,A- ,2,1179190,31904372
1260,A- ,628,4409837,1499616019
1261,A- ,1325,1762800,952852670
1262,A- ,62,930567,382491151
1263,A- ,245,11409757,1893133340
1264,A- ,12,4585990,2477475081
1265,A- ,12,1482606,198493220
1266,A- ,136,1247922,150200942
1268,A- ,6513,1703760,904881206
1269,A- ,530,3191191,774875695
1270,A- ,1777,4836210,2597979588
1271,A- ,11182,828671,289874658
1272,A- ,38,347489,67986046
1273,A- ,22,487254,60906853
1274,A- ,99,616510,125670416
1275,A- ,2083,4185901,1259443864
1276,A- ,393,1994976,905368623
1277,A- ,781,5181703,3593162117
1278,A- ,576,379968,168335034
1279,A- ,205,12369837,1149147282
1280,A- ,40,9818513,2854795438
1281,A- ,209,11251137,5904552350
1282,A- ,31,1997139,536835661
1283,A- ,17,5487379,940191676
1284,A- ,40872,4393689,1885991223
1285,A- ,85,194523,61557179
1286,A- ,1915,663354,412336945
1288,A- ,50,3978658,3385018974
1289,A- ,778,30796414,6870520811
1290,A- ,61,2483071,1292184440
1291,A- ,483,724094,257739936
1293,A- ,138,3764589,2912082188
1294,A- ,5,56096,8496
1295,A- ,530,1495893,502741829
1296,A- ,6251,165823,164856588
1297,A- ,4230,4834885,3498365577
1299,A- ,690,1520258,930736981
1300,A- ,11897,2221184,1317437992
1301,A- ,244,4212422,1595645003
1302,A- ,1501,2684650,619348721
1303,A- ,87417,3833804,1141128840
1304,A- ,952,2789887,1576303270
1305,A- ,1522,1537256,974998184
1306,A- ,1390,2978955,925243135
1307,A- ,475,1525288,1225995975
1308,A- ,1055,1010048,1180722188
1310,A- ,2421,4523072,1613191178
1311,A- ,158,1343173,621437249
1313,A- ,38,535380,236608893
1314,A- ,1883,2196262,1626681644
1315,A- ,620,2640631,601379654
1316,A- ,6562,1539122,1249759673
1317,A- ,2343,2888952,1108301474
1318,A- ,126,7588567,2657108669
1319,A- ,1004,2457501,1087249108
1320,A- ,2348,1276962,470808169
1321,A- ,235,2189629,1607342508
1322,A- ,1195,137811,59047522
1323,A- ,728,3682697,1187496318
1325,A- ,391,1066409,808468034
1326,A- ,54,714188,153329523
1327,A- ,12902,4440458,2163185643
1330,A- ,221,1241638,333105995
1331,A- ,562,969026,317876412
1332,A- ,30,2395157,246277376
1333,A- ,348,1830357,363889936
1334,A- ,88,2280348,431118496
1335,A- ,5181,1392239,3060758208
1336,A- ,358,997671,240365487
1337,A- ,3691,4053307,1359189838
1338,A- ,655,6545942,714963694
1340,A- ,26,1963452,432371144
1341,A- ,1293,3186768,1332653849
1342,A- ,325,1423393,384173581
1343,A- ,475,2203111,344408373
1344,A- ,539,2958244,476370140
1345,A- ,1634,4825342,2184752541
1346,A- ,1950,1265702,287883460
1347,A- ,156,68641,40815903
1348,A- ,16519,915316,228982277
1349,A- ,33882,4163102,4380447114
1350,A- ,14,114244,9495
1351,A- ,76,1767919,397961992
1353,A- ,223,3771504,1521992518
1354,A- ,367,1952558,670583200
1355,A- ,48,1202354,191929839
1356,A- ,37,856291,1197527067
1357,A- ,53494,2018635,1405218521
1358,A- ,1850,8531964,763573299
1360,A- ,558,706858,568522550
1361,A- ,492,6930368,819192179
1362,A- ,545,1909690,694524206
1363,A- ,66,3566275,1032028562
1364,A- ,2843,3215705,5825849043
1365,A- ,657,47920,36206735
1366,A- ,135,2027928,632624062
1367,A- ,3441,3243808,575570537
1368,A- ,3937,892818,420879077
1369,A- ,7713,2115930,1170202934
1370,A- ,69,641431,122314377
1371,A- ,567,1243718,748231361
1372,A- ,100,1361377,167841270
1374,A- ,2860,3225739,4331149495
1375,A- ,7125,7202359,1810297231
1376,A- ,1245,1364735,1124291156
1377,A- ,5760,1586465,394246894
1378,A- ,188502,720563,1109957965
1379,A- ,270,511224,177363718
1380,A- ,423,5574584,477086744
1381,A- ,70,3535958,182148592
1382,A- ,516,125622,50755209
1383,A- ,12003,1149082,1659522122
1384,A- ,13,15506,58710406
1385,A- ,26,1765403,185298360
1387,A- ,2329,1218000,730909496
1388,A- ,32,169977,32524013
1389,A- ,1023,1605316,459748920
1390,A- ,180,346691,114871583
1391,A- ,720,662952,526388977
1392,A- ,36,1340682,303603292
1394,A- ,60,2368671,894177248
1395,A- ,211,955709,397360217
1396,A- ,217,4001717,2758246285
1397,A- ,779,1766777,1142245127
1398,A- ,278,298495,131561538
1399,A- ,168,2069455,533503000
1400,A- ,458,3568246,2079095197
1401,A- ,647,6987276,762450462
1402,A- ,342,11715336,4220875406
1403,A- ,16,235275,44938860
1404,A- ,637,4205816,930054855
1405,A- ,157,980156,336144858
1406,A- ,277,2391801,1126589074
1407,A- ,343,1956107,640855322
1408,A- ,35887,2889447,1241736579
1409,A- ,13,45793,33357745
1410,A- ,5398,1630693,2120449865
1411,A- ,873,1526912,601736023
1412,A- ,121387,2017921,859483866
1413,A- ,798,7198107,750729697
1414,A- ,523,1702383,699082886
1415,A- ,2627,3949940,2150608967
1416,A- ,154,1068571,203828453
1417,A- ,914,3406882,1066122287
1418,A- ,682,14136558,4894420827
1419,A- ,1371,4802483,816275911
1420,A- ,121,190001,60713289
1421,A- ,179,1311479,1074247695
1422,A- ,36,6050979,1422351054
1423,A- ,667,1836170,601921316
1424,A- ,63,4718895,3464225247
1425,A- ,354,1088238,347370859
1426,A- ,1116,5269469,2327780806
1427,A- ,309,2401704,1618870946
1428,A- ,2256,1079611,519736110
1429,A- ,1323,1325024,916201067
1430,A- ,782,1921212,790374502
1431,A- ,8,216849,59310990
1432,A- ,128,366480,85954713
1433,A- ,430,323758,170952139
1434,A- ,220,2637063,688356947
1435,A- ,161,2179174,675811948
1436,A- ,1697,2577647,3718848349
1437,A- ,259,1550806,515529795
1438,A- ,33,624083,59964197
1439,A- ,106,941230,141619046
1440,A- ,1519,1343343,288384131
1441,A- ,1383,1981323,1358596595
1442,A- ,678,3513030,1061826856
1443,A- ,207,1342817,128086641
1445,A- ,200,2469427,914255019
1446,A- ,255,1281107,199056596
1447,A- ,27,1983899,661738566
1449,A- ,831,982135,515257873
1451,A- ,602,988941,797011966
1452,A- ,455,1046874,369256208
1453,A- ,63,1292398,440980625
1455,A- ,4118,2129723,2356720673
1456,A- ,499,1017736,560240171
1457,A- ,21,805557,131735270
1458,A- ,412,3427092,1042736575
1459,A- ,806,2734392,1529728429
1460,A- ,1847,4565930,3303985862
1461,A- ,1802,789277,252285978
1462,A- ,4947,5756281,3153143385
1463,A- ,78,90150,24762168
1465,A- ,315,1861708,908555930
1466,A- ,104,663011,537857722
1467,A- ,1022,4576203,846234553
1468,A- ,778,2188954,838927856
1469,A- ,604,729603,368663660
1470,A- ,3601,65995310,18684630003
1471,A- ,3473,839315,688061179
1472,A- ,244,3025759,1601044814
1473,A- ,2502,1144345,611481861
1474,A- ,3268,1184778,664552794
1475,A- ,129,142516,58893670
1476,A- ,1921,2293472,1666304371
1477,A- ,360,4644035,1337876967
1478,A- ,259,1343883,310257045
1479,A- ,460,7090234,1435731933
1480,A- ,232,2075952,944834824
1481,A- ,1084,1087411,550044639
1482,A- ,504,415252,315409060
1483,A- ,126,4546676,653337225
1484,A- ,1590,1386754,129724059
1485,A- ,2863,2515931,855469926
1486,A- ,9,85910,27012127
1488,A- ,17,1007128,191254670
1489,A- ,4,80521,66750293
1490,A- ,46419,1013339,435478046
1491,A- ,68,1395713,416795697
1492,A- ,68810,2176761,1410477548
1494,A- ,901,795959,399703487
1495,A- ,52,963125,638301105
1496,A- ,184,1568285,363867757
1497,A- ,436,670411,265255467
1498,A- ,129,4742093,2708707410
1500,A- ,27,4037690,1260510782
1501,A- ,244,4300870,343839616
1502,A- ,88,713126,80161302
1504,A- ,8583,1760600,1921538342
1505,A- ,265,910721,423681929
1506,A- ,2469,1990073,1130779526
1507,A- ,55,502102,196687991
1508,A- ,1696,3007986,493779209
1509,A- ,915,6513108,1228262505
1511,A- ,637,689405,353318485
1512,A- ,1286,1738105,554731715
1513,A- ,78,6139179,723897853
1515,A- ,25101,1333787,763393831
1516,A- ,754,2812994,1575578665
1517,A- ,255,2884019,464090974
1518,A- ,1712,1563388,1350260390
1519,A- ,15,322070,44552021
1520,A- ,78042,852952,689365351
1521,A- ,434,6668267,6505882342
1522,A- ,1917,2785058,836092463
1523,A- ,40763,2995772,2516114490
1524,A- ,1742,729086,393349296
1525,A- ,3124,2597786,2069921703
1526,A- ,2298,5956287,3432994097
1527,A- ,355,3363922,3297602857
1528,A- ,36,762813,190778559
1529,A- ,52,1379978,462270676
1530,A- ,408,597257,212706766
1531,A- ,544,82922,109488889
1532,A- ,74,4734192,3012780219
1533,A- ,582,2569118,956247971
1534,A- ,4129,2278563,1990196213
1536,A- ,2267,7003498,8619544370
1537,A- ,1168,2716765,1957159514
1539,A- ,107,26061003,275668692
1540,A- ,230,864748,157320523
1541,A- ,124,1773222,535135139
1542,A- ,1350,1906758,1581641136
1543,A- ,130,3033493,3070535967
1544,A- ,42027,1726552,1131663531
1545,A- ,276,1617932,535354342
1546,A- ,376,1380835,307140973
1547,A- ,312,6979032,1135440729
1548,A- ,3,284736,62275671
1550,A- ,84,2444479,586136311
1551,A- ,142,1914417,1326886102
1552,A- ,1388,3312224,1671895637
1553,A- ,346,5565489,1031576046
1554,A- ,1117,332987,309918457
1555,A- ,14918,1332182,256941268
1556,A- ,4155,6737396,5351304371
1557,A- ,411,1842960,1763880178
1558,A- ,135,1783560,504979598
1559,A- ,53,384283,175946180
1560,A- ,1359,1631271,1467614051
1561,A- ,218,1147499,325817295
1562,A- ,8599,3203596,2269196729
1563,A- ,2319,1806181,1749462132
1564,A- ,136,757487,468228902
1565,A- ,121,7650081,4115264804
1566,A- ,151597,1706859,712765728
1567,A- ,1484,1032686,595115082
1568,A- ,248,747280,240717569
1569,A- ,13546,2506031,1429180123
1570,A- ,300,4568109,2928673186
1571,A- ,848,2423804,1805881889
1572,A- ,1088,1256545,1667747443
1573,A- ,1433,1873878,743127975
1574,A- ,122,1018078,359942483
1575,A- ,97,301468,28436842
1576,A- ,43,1324250,637226709
1577,A- ,8055,2534561,1070414960
1578,A- ,235,503864,184263596
1579,A- ,4180,2960772,883368843
1580,A- ,30,1639793,682411740
1581,A- ,43468,959473,276064049
1582,A- ,407,618860,222444613
1583,A- ,101,921738,418585507
1584,A- ,145,702841,246877545
1586,A- ,1136,223592,83092718
1587,A- ,940,2358605,697450678
1589,A- ,187,415422,247081246
1592,A- ,87,412358,64048785
1593,A- ,135,2179914,467509616
1594,A- ,776,275155,108404687
1595,A- ,136,2788564,670807104
1596,A- ,2370,4801222,2651086038
1597,A- ,2060,4230987,2394727608
1598,A- ,235,3092597,465088124
1599,A- ,1884,4089888,1714361387
1600,A- ,39,59438,34537605
1601,A- ,1182,7335491,3107986894
1602,A- ,7292,2876126,1418540665
1604,A- ,99,1317339,396445858
1605,A- ,99,808908,174614923
1606,A- ,469,901241,330080326
1607,A- ,2324,3541861,1413952715
1608,A- ,45,922407,656311203
1609,A- ,83,3992172,612452009
1610,A- ,341,10025556,1376607004
1611,A- ,1262,1966087,917011194
1612,A- ,721,1971785,928887396
1613,A- ,2077,2118954,1856782092
1614,A- ,83,1378098,556647818
1615,A- ,1448,11078452,2933271644
1616,A- ,908,1037346,304111140
1617,A- ,552,1827987,769991029
1618,A- ,1235,2273167,1690027375
1619,A- ,157,982405,172389864
1620,A- ,2989,1265946,943775267
1621,A- ,1303,3484354,734608059
1622,A- ,430,302719,159655969
1623,A- ,388,45432,31458109
1624,A- ,17618,4276640,3636488231
1625,A- ,311,1707909,543029091
1626,A- ,7277,313250,268855018
1627,A- ,9568,1290485,497575006
1628,A- ,1344,1972788,552503410
1629,A- ,1057,2495852,947744970
1630,A- ,559,2218212,1058465941
1631,A- ,514,5751926,2524795914
1632,A- ,233,2592401,657814726
1633,A- ,38,655483,79327538
1634,A- ,592,1125474,402144532
1635,A- ,187,1054890,287940147
1636,A- ,723,2136598,775316793
1637,A- ,489,63446,138238603
1638,A- ,218,1752996,578374251
1639,A- ,493,683574,277439694
1640,A- ,65,143818,25601499
1641,A- ,30404,915574,407149985
1642,A- ,145,581055,122638219
1643,A- ,2417,10718272,14185582037
1644,A- ,47,2247482,1057621242
1646,A- ,36,719811,140198570
1648,A- ,4386,45298,66861377
1649,A- ,141,9461329,5562639871
1650,A- ,324,152942,47200809
1651,A- ,322,1123295,431925395
1652,A- ,140,3344659,2341355534
1653,A- ,1164,1576200,477519288
1654,A- ,180,512286,152594146
1655,A- ,4295,4256912,1159204177
1656,A- ,413,4630425,411578130
1657,A- ,673,5867668,1070842842
1658,A- ,3635,2456049,910076822
1659,A- ,719,943475,452043892
1660,A- ,110,722063,180466589
1661,A- ,9787,1137090,700129920
1662,A- ,832,10090271,885145077
1663,A- ,1637,2699400,557906361
1664,A- ,1005,2215625,1006786274
1665,A- ,365,509852,167960749
1666,A- ,48538,319155,455433472
1667,A- ,2936,18271,67983755
1668,A- ,660,3155629,433518677
1669,A- ,76,4637967,739087884
1670,A- ,5249,970898,476835845
1672,A- ,1069,1433565,257228659
1673,A- ,23588,2073660,1383947955
1674,A- ,390,13676932,3057980145
1675,A- ,6474,5947746,1426477659
1676,A- ,36,239887,42267265
1677,A- ,1820,885521,372804421
1678,A- ,48516,898453,294368764
1679,A- ,200,1504202,1366807569
1680,A- ,116,4090068,1289841608
1681,A- ,6926,782692,457705694
1682,A- ,144,5573654,427334348
1683,A- ,241,1864611,473597788
1684,A- ,50,367360,45664161
1685,A- ,683,1833426,226114641
1686,A- ,2621,976564,496709082
1687,A- ,294,2303847,904811881
1688,A- ,601,2062324,519477163
1689,A- ,347,2652980,926289053
1690,A- ,109,517753,92106416
1691,A- ,294,471814,205519592
1692,A- ,14,1167945,274461988
1693,A- ,1724,69107,23150848
1694,A- ,904,2109057,1223911603
1695,A- ,161245,581582,1048630388
1696,A- ,37547,816774,409424537
1698,A- ,170,647430,239043709
1699,A- ,4736,1211864,644795263
1700,A- ,20,118031,88441193
1701,A- ,985,2273304,354198335
1702,A- ,435,4784584,1390855431
1703,A- ,45,1026798,324889035
1704,A- ,322,4712175,1915854909
1705,A- ,450,1208069,1444730410
1706,A- ,72,527203,124754652
1708,A- ,4087,2326062,1315094092
1709,A- ,318,88325,72530720
1710,A- ,4328,1583176,785040920
1711,A- ,275,1053443,252580086
1712,A- ,193,10165068,7396809370
1713,A- ,55,924624,589540058
1714,A- ,11793,1586613,1606875014
1715,A- ,276,8194242,1195875995
1716,A- ,1987,2695708,4820922981
1717,A- ,845,2007520,953669641
1718,A- ,399,787266,162288125
1719,A- ,556,2389125,379816486
1721,A- ,2045,2639985,829180154
1722,A- ,147,373749,29478827
1723,A- ,14328,2413227,1255172556
1724,A- ,786,772394,910185222
1725,A- ,76,4583041,3336730939
1727,A- ,944,1362634,368563156
1728,A- ,285,635559,215744157
1729,A- ,273,1253541,171094975
1730,A- ,692,2298236,1324363586
1731,A- ,2991,4539096,1429680199
1732,A- ,39,2013,38763948
1733,A- ,413,1455153,1048777855
1734,A- ,1218,1283264,1273291907
1735,A- ,626,3739482,4189627421
1736,A- ,47,414496,282709616
1737,A- ,11107,3880265,2619201512
1738,A- ,715,2448238,581291174
1739,A- ,612,876931,550126403
1740,A- ,17,608749,25828777
1741,A- ,2867,1663498,926277982
1742,A- ,43,8855711,5328137152
1743,A- ,191,2285762,645138394
1744,A- ,215,1945861,619728684
1745,A- ,28825,2113363,711870103
1746,A- ,75,499680,145354233
1747,A- ,212,39801,22147706
1748,A- ,99544,322193,402883303
1749,A- ,326,793421,414764587
1751,A- ,5386,404191,341743870
1752,A- ,57,3991709,984307410
1753,A- ,99,5247356,4422204720
1754,A- ,4885,1229226,676998380
1755,A- ,82,2205852,830206387
1756,A- ,8780,1625808,1998650689
1757,A- ,3043,2699793,1222507000
1758,A- ,1847,3113635,1773496880
1759,A- ,15,611644,161466617
1760,A- ,97,2282998,1275767700
1761,A- ,7951,1776869,1213479853
1762,A- ,690,896418,336175311
1763,A- ,306,1266976,935444814
1764,A- ,626,378217,222711238
1765,A- ,228,893916,203162567
1767,A- ,50,4058450,1639989625
1768,A- ,1332,2392878,987468720
1769,A- ,553,2077670,1143536114
1770,A- ,901,9084570,2127728712
1771,A- ,1847,1028609,478101482
1772,A- ,3226,1916778,1949370879
1773,A- ,120,7344119,1303300481
1774,A- ,189,916562,222990000
1775,A- ,100,2663893,580359849
1776,A- ,160,76054,30405288
1777,A- ,721,473195,413137306
1779,A- ,482,1114229,521064459
1780,A- ,540,1154761,480196531
1781,A- ,1187,1486684,1219938106
1782,A- ,12556,1102212,1342234664
1783,A- ,2906,1015396,601288805
1784,A- ,83,4455889,2551177646
1785,A- ,2179,50738,21252582
1786,A- ,16487,730477,325671841
1787,A- ,44,1830063,64190948
1788,A- ,361,8535319,984167321
1789,A- ,1210,975770,859445125
1790,A- ,11524,2094594,1250830026
1791,A- ,643,1179807,563344985
1792,A- ,591,9387446,2162794464
1793,A- ,484,1250422,219044446
1794,A- ,155,3299761,3148815118
1795,A- ,279,99049,26962284
1796,A- ,231,1450981,81968204
1797,A- ,1931,9300204,1113479538
1798,A- ,1105,1188633,626347397
1799,A- ,435,570427,388726539
1800,A- ,83,4978,55581493
1802,A- ,84,943776,309404592
1803,A- ,167,519534,182718436
1804,A- ,174,1088071,543508385
1805,A- ,7,243029,49021638
1807,A- ,181,767783,515544193
1808,A- ,1762,675886,332854478
1809,A- ,142,584690,476326791
